,years ma,Arthropoda,Brachiopoda,Foraminifera,Echinodermata,Porifera,Chordata,Mollusca,Bryozoa,Cnidaria,Hyolitha,Problematica,Agmata,Priapulida,Hemichordata,Annelida,Rhodophyta,Lophotrochozoa,Chlorophyta,Cyanobacteria,Ciliophora,Haptophyta,Radiolaria,Lycopodophyta,Bryophyta,Prasinophyta,Onychophora,Lycophyta,Chaetognatha,Proarticulata,Psilophytophyta,Thallophyta,Zosterophyllophyta,Pteridophyta,Tracheophyta,Pinophyta,Coniferophyta,Gymnospermophyta,Ginkgophyta,Lycopodiophyta,Pteridospermophyta,Sphenophyta,Equisetophyta,Angiospermae,Peltaspermophyta,Ochrophyta,Cycadophyta,Spermatophyta,Aneurophytophyta,Phaeophyta,Charophyta,Rhizopodea,Cladoxylophyta,Progymnospermophyta,Magnoliophyta,Gnetophyta,Cycadeoideophyta,Filicophyta,Sipuncula,Myzozoa,Isoetophyta,Anthocerophyta,Cercozoa,Vetulicolia,Ctenophora,Entoprocta,Nematoda,Platyhelminthes,Tardigrada
0,1,217,31,275,58,13,14827,12256,215,2664,0,0,0,0,0,47,46,0,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,18,0,12,15,0,0,5,0,0,0,382,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,222,8,187,56,17,15495,12014,143,2708,0,0,0,0,0,45,46,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,14,10,0,0,4,0,0,0,363,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,3,224,22,211,107,3,10409,16552,267,1891,0,0,0,0,0,8,16,0,10,0,0,0,0,1,2,0,0,0,0,0,0,0,0,55,0,63,52,0,0,9,0,0,0,1390,0,50,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,4,350,36,481,147,3,9562,13130,123,1625,0,0,0,0,0,12,38,0,3,0,0,25,16,1,2,0,0,0,0,0,0,0,0,45,0,59,56,0,0,9,0,0,0,1219,0,58,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,5,351,36,481,148,3,8513,13151,123,1625,0,0,0,0,0,12,38,0,4,0,0,25,16,1,2,0,0,0,0,0,0,0,0,45,0,60,56,0,0,9,0,0,0,1256,0,58,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,6,547,32,1051,138,14,7987,12287,215,1362,0,0,0,0,0,39,120,0,24,0,0,0,1,1,7,0,0,0,0,0,0,0,0,134,0,134,153,0,2,17,0,0,0,3136,0,11,8,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,547,32,1051,138,14,8079,12287,215,1358,0,0,0,0,0,39,120,0,24,0,0,0,1,1,7,0,0,0,0,0,0,0,0,134,0,134,153,0,2,17,0,0,0,3136,0,11,8,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,952,21,957,99,65,8820,14913,90,1086,0,0,0,0,0,14,45,0,14,0,0,12,1,1,7,0,0,0,0,0,0,0,0,138,0,128,153,0,2,16,0,0,0,3128,0,5,9,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9,941,21,957,99,65,8149,14895,90,1086,0,0,0,0,0,14,45,0,13,0,0,12,1,1,7,0,0,0,0,0,0,0,0,138,0,128,153,0,2,16,0,0,0,3120,0,5,9,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10,941,21,957,99,65,8044,14895,90,1086,0,0,0,0,0,14,45,0,13,0,0,12,1,1,7,0,0,0,0,0,0,0,0,138,0,128,153,0,2,16,0,0,0,3120,0,5,9,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,11,936,21,957,98,66,8129,14883,90,1086,0,0,0,0,0,14,45,0,11,0,0,12,1,1,6,0,0,0,0,0,0,0,0,140,0,142,162,0,2,17,0,0,0,3147,0,5,9,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,1432,55,1960,253,22,7531,13542,203,1193,0,0,0,0,0,43,187,0,18,0,0,24,20,1,8,0,0,0,0,0,0,0,0,149,0,297,255,0,5,34,0,0,0,3718,0,26,4,3,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12,13,1016,78,1971,260,22,7342,14383,207,1308,0,0,0,0,0,42,201,0,16,0,0,14,20,1,8,0,0,0,0,0,0,0,0,151,0,298,254,0,5,33,0,0,0,3733,0,26,4,3,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13,14,832,41,1913,271,10,8859,11630,168,1338,0,0,0,0,0,34,191,0,10,0,0,20,22,1,8,0,1,0,0,0,0,0,0,117,0,152,139,0,4,15,0,0,0,2446,0,123,4,4,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,15,832,41,1913,271,10,8859,11630,168,1338,0,0,0,0,0,34,191,0,10,0,0,20,22,1,8,0,1,0,0,0,0,0,0,117,0,152,139,0,4,15,0,0,0,2446,0,123,4,4,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,16,1578,95,1455,332,36,6835,15222,141,1827,0,0,0,0,0,23,36,0,12,0,0,32,0,1,5,0,1,0,0,0,0,0,0,98,0,114,88,0,7,27,0,0,0,2113,0,106,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,17,1557,95,1455,332,36,6544,15225,141,1827,0,0,0,0,0,23,36,0,9,0,0,32,0,1,5,0,1,0,0,0,0,0,0,98,0,114,88,0,7,27,0,0,0,2107,0,106,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,18,1557,95,1455,332,36,6537,15225,141,1827,0,0,0,0,0,23,36,0,9,0,0,32,0,1,5,0,1,0,0,0,0,0,0,98,0,114,88,0,7,27,0,0,0,2107,0,106,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,19,1557,94,1419,331,36,6529,14666,141,1738,0,0,0,0,0,21,36,0,9,0,0,32,0,1,5,0,1,0,0,0,0,0,0,98,0,114,88,0,7,27,0,0,0,2107,0,106,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,20,1542,94,1419,331,36,6422,14658,141,1738,0,0,0,0,0,21,36,0,9,0,0,32,0,1,5,0,1,0,0,0,0,0,0,98,0,114,88,0,7,27,0,0,0,2092,0,106,4,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,21,512,65,1540,270,13,5206,10663,93,1065,0,0,0,0,0,20,28,0,9,0,0,18,0,1,6,1,0,0,0,0,0,0,0,99,0,82,70,0,5,28,0,0,0,1726,0,107,4,3,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0
21,22,510,62,1361,270,13,5223,10467,93,1048,0,0,0,0,0,19,28,0,9,0,0,18,0,1,6,1,0,0,0,0,0,0,0,99,0,82,70,0,5,28,0,0,0,1726,0,107,4,3,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0
22,23,510,62,1361,270,13,5193,10469,93,1048,0,0,0,0,0,19,28,0,9,0,0,18,0,1,6,1,0,0,0,0,0,0,0,99,0,82,70,0,5,28,0,0,0,1726,0,107,4,3,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0
23,24,859,19,433,100,18,2907,5033,24,1282,0,0,0,0,0,3,78,0,4,1,0,0,22,1,4,3,0,0,0,0,0,0,0,110,0,108,156,0,4,26,0,0,0,1689,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
24,25,859,19,433,100,18,2421,5033,24,1282,0,0,0,0,0,3,78,0,4,1,0,0,22,1,4,3,0,0,0,0,0,0,0,110,0,108,156,0,4,26,0,0,0,1689,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
25,26,859,19,434,100,18,2431,5043,24,1294,0,0,0,0,0,3,78,0,4,1,0,0,22,1,4,3,0,0,0,0,0,0,0,110,0,108,156,0,4,26,0,0,0,1689,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
26,27,859,19,434,100,18,2718,5043,24,1294,0,0,0,0,0,3,78,0,4,1,0,0,22,1,4,3,0,0,0,0,0,0,0,110,0,108,156,0,4,26,0,0,0,1689,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
27,28,859,19,433,100,19,2696,5033,24,1279,0,0,0,0,0,3,78,0,4,1,0,0,22,1,4,3,0,0,0,0,0,0,0,110,0,108,156,0,4,26,0,0,0,1689,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
28,29,768,22,297,151,20,2340,8108,349,941,0,0,0,0,0,3,23,0,0,0,1,2,22,1,5,0,0,0,0,0,0,0,0,98,0,89,130,0,3,16,0,0,0,1591,0,3,5,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,30,768,22,297,151,20,2340,8108,349,941,0,0,0,0,0,3,23,0,0,0,1,2,22,1,5,0,0,0,0,0,0,0,0,98,0,89,130,0,3,16,0,0,0,1591,0,3,5,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,31,783,22,297,151,20,1568,8107,349,941,0,0,0,0,0,3,23,0,0,0,1,2,22,1,5,0,0,0,0,0,0,0,0,98,0,89,130,0,3,16,0,0,0,1591,0,3,5,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,32,783,22,297,151,20,1568,8107,349,941,0,0,0,0,0,3,23,0,0,0,1,2,22,1,5,0,0,0,0,0,0,0,0,98,0,89,130,0,3,16,0,0,0,1591,0,3,5,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,33,783,22,297,151,20,1568,8107,349,941,0,0,0,0,0,3,23,0,0,0,1,2,22,1,5,0,0,0,0,0,0,0,0,98,0,89,130,0,3,16,0,0,0,1591,0,3,5,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,34,3925,67,358,216,16,3592,7522,158,745,0,0,0,0,0,23,58,0,139,4,13,42,20,1,4,0,1,0,0,0,0,0,0,531,0,116,159,7,10,60,0,0,0,1650,0,4,4,66,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0
34,35,3926,67,358,216,15,3590,7547,158,739,0,0,0,0,0,23,58,0,139,4,13,42,20,1,4,0,1,0,0,0,0,0,0,531,0,116,159,7,10,60,0,0,0,1650,0,4,4,66,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35,36,3939,83,359,221,15,3599,7608,158,745,0,0,0,0,0,23,58,0,139,4,13,42,20,1,4,0,1,0,0,0,0,0,0,531,0,116,159,7,10,60,0,0,0,1650,0,4,4,66,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0
36,37,3939,83,359,221,15,3599,7608,158,745,0,0,0,0,0,23,58,0,139,4,13,42,20,1,4,0,1,0,0,0,0,0,0,531,0,116,159,7,10,60,0,0,0,1650,0,4,4,66,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0
37,38,352,55,231,374,90,2245,12964,396,760,0,0,0,0,0,22,11,0,129,2,13,0,3,1,1,0,0,0,0,0,0,0,0,660,0,122,149,7,12,62,0,0,0,1975,0,3,6,261,0,0,0,0,0,0,233,0,0,0,0,14,0,0,0,0,0,0,0,0,0
38,39,352,55,231,374,90,2245,12964,396,760,0,0,0,0,0,22,11,0,129,2,13,0,3,1,1,0,0,0,0,0,0,0,0,660,0,122,149,7,12,62,0,0,0,1975,0,3,6,261,0,0,0,0,0,0,233,0,0,0,0,14,0,0,0,0,0,0,0,0,0
39,40,352,55,231,374,90,2245,12964,396,760,0,0,0,0,0,22,11,0,129,2,13,0,3,1,1,0,0,0,0,0,0,0,0,660,0,122,149,7,12,62,0,0,0,1975,0,3,6,261,0,0,0,0,0,0,233,0,0,0,0,14,0,0,0,0,0,0,0,0,0
40,41,623,55,231,374,90,3557,12971,396,760,0,0,0,0,0,22,11,0,132,2,13,0,3,1,3,0,0,0,0,0,0,0,0,674,0,128,150,7,13,64,0,0,0,2033,0,3,6,264,0,0,0,0,0,0,234,0,0,0,0,14,0,0,0,0,0,0,0,0,0
41,42,768,25,420,189,50,4048,7657,42,533,0,0,0,0,0,17,17,0,139,2,13,22,78,1,3,0,0,0,0,0,0,0,0,687,0,124,155,7,13,64,0,0,0,2090,0,8,6,264,0,0,8,0,0,0,234,0,0,0,0,11,0,0,0,0,0,0,0,0,0
42,43,763,18,420,189,50,4041,7609,42,515,0,0,0,0,0,17,17,0,139,2,13,22,78,1,3,0,0,0,0,0,0,0,0,687,0,124,155,7,13,64,0,0,0,2090,0,8,6,264,0,0,8,0,0,0,234,0,0,0,0,11,0,0,0,0,0,0,0,0,0
43,44,763,18,420,189,50,4041,7609,42,515,0,0,0,0,0,17,17,0,139,2,13,22,78,1,3,0,0,0,0,0,0,0,0,687,0,124,155,7,13,64,0,0,0,2090,0,8,6,264,0,0,8,0,0,0,234,0,0,0,0,11,0,0,0,0,0,0,0,0,0
44,45,763,18,420,189,50,4041,7609,42,515,0,0,0,0,0,17,17,0,139,2,13,22,78,1,3,0,0,0,0,0,0,0,0,687,0,124,155,7,13,64,0,0,0,2090,0,8,6,264,0,0,8,0,0,0,234,0,0,0,0,11,0,0,0,0,0,0,0,0,0
45,46,763,18,420,189,50,4041,7609,42,515,0,0,0,0,0,17,17,0,139,2,13,22,78,1,3,0,0,0,0,0,0,0,0,687,0,124,155,7,13,64,0,0,0,2090,0,8,6,264,0,0,8,0,0,0,234,0,0,0,0,11,0,0,0,0,0,0,0,0,0
46,47,1093,18,420,189,50,4449,7606,42,516,0,0,0,0,0,17,17,0,139,2,13,22,78,1,3,0,0,0,0,0,0,0,0,690,0,131,155,7,13,63,0,0,0,2196,0,8,6,264,0,0,8,0,0,0,234,0,0,0,0,11,0,0,0,0,0,0,0,0,0
47,48,1489,39,286,128,14,3615,7414,69,343,0,1,0,0,0,50,26,0,144,2,13,0,97,1,3,0,0,0,0,0,0,0,0,694,0,162,182,7,16,64,0,0,0,2670,0,3,9,265,0,0,6,0,0,0,235,0,0,0,0,10,0,0,0,0,0,0,0,0,0
48,49,1213,30,315,122,10,3759,6711,71,307,0,1,0,0,0,45,25,0,142,2,1,2,95,1,1,0,0,0,0,0,0,0,0,586,1,141,180,7,16,63,0,0,0,2039,0,3,6,130,0,0,6,0,0,0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49,50,1213,30,315,122,10,3760,6711,71,307,0,1,0,0,0,45,25,0,142,2,1,2,95,1,1,0,0,0,0,0,0,0,0,586,1,141,180,7,16,63,0,0,0,2039,0,3,6,130,0,0,6,0,0,0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,51,884,30,315,122,10,9997,6728,71,307,0,1,0,0,0,45,25,0,142,2,1,2,95,1,1,0,0,0,0,0,0,0,0,767,1,134,251,7,20,67,0,0,0,2546,0,3,7,132,0,0,6,0,0,0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,52,884,30,315,122,10,9997,6728,71,307,0,1,0,0,0,45,25,0,142,2,1,2,95,1,1,0,0,0,0,0,0,0,0,767,1,134,251,7,20,67,0,0,0,2546,0,3,7,132,0,0,6,0,0,0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,53,892,72,315,142,36,10002,6865,71,314,0,1,0,0,0,45,25,0,142,2,1,2,95,1,1,0,0,0,0,0,0,0,0,767,1,134,251,7,20,67,0,0,0,2546,0,3,7,132,0,0,6,0,0,0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,54,892,72,315,142,36,10002,6865,71,314,0,1,0,0,0,45,25,0,142,2,1,2,95,1,1,0,0,0,0,0,0,0,0,767,1,134,251,7,20,67,0,0,0,2546,0,3,7,132,0,0,6,0,0,0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,55,892,72,315,142,36,10002,6865,71,314,0,1,0,0,0,45,25,0,142,2,1,2,95,1,1,0,0,0,0,0,0,0,0,767,1,134,251,7,20,67,0,0,0,2546,0,3,7,132,0,0,6,0,0,0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,56,298,15,289,56,26,2026,3817,59,289,0,0,0,0,0,22,115,0,62,1,2,2,38,1,9,0,0,0,0,0,0,0,0,294,6,35,176,2,18,22,0,0,0,1942,0,731,8,77,0,0,4,0,0,0,80,0,0,0,0,5,0,0,2,0,0,0,0,0,0
56,57,315,15,289,56,26,2109,3814,59,289,0,0,0,0,0,22,115,0,62,1,2,2,38,1,9,0,0,0,0,0,0,0,0,259,6,32,122,2,17,21,0,0,0,1658,0,731,6,68,0,0,4,0,0,0,80,0,0,0,0,5,0,0,2,0,0,0,0,0,0
57,58,315,15,289,56,26,2109,3814,59,289,0,0,0,0,0,22,115,0,62,1,2,2,38,1,9,0,0,0,0,0,0,0,0,259,6,32,122,2,17,21,0,0,0,1658,0,731,6,68,0,0,4,0,0,0,80,0,0,0,0,5,0,0,2,0,0,0,0,0,0
58,59,276,15,240,55,26,1813,3645,59,284,0,0,0,0,0,24,113,0,33,1,2,2,17,1,7,0,0,0,0,0,0,0,0,220,0,29,119,2,11,15,0,0,0,1448,0,731,6,32,0,0,4,0,0,0,16,0,0,0,0,5,0,0,2,0,0,0,0,0,0
59,60,383,9,28,29,27,1563,3568,59,188,0,0,0,0,0,7,36,0,14,1,0,2,92,1,7,0,0,0,0,0,0,0,0,211,0,25,112,2,11,15,0,0,0,1393,0,731,6,32,0,0,0,0,0,0,16,0,0,0,0,5,0,0,2,0,0,0,0,0,0
60,61,383,9,28,29,27,1563,3568,59,188,0,0,0,0,0,7,36,0,14,1,0,2,92,1,7,0,0,0,0,0,0,0,0,211,0,25,112,2,11,15,0,0,0,1393,0,731,6,32,0,0,0,0,0,0,16,0,0,0,0,5,0,0,2,0,0,0,0,0,0
61,62,311,270,1920,257,46,1429,5984,255,520,0,0,0,0,0,57,66,0,36,1,0,1,1876,1,10,0,0,1,0,0,0,0,0,233,0,30,111,2,13,18,0,0,0,1296,0,731,7,49,0,0,0,0,0,0,18,0,0,0,0,5,0,0,2,0,0,0,0,0,0
62,63,311,270,1920,257,46,1429,5984,255,520,0,0,0,0,0,57,66,0,36,1,0,1,1876,1,10,0,0,1,0,0,0,0,0,233,0,30,111,2,13,18,0,0,0,1296,0,731,7,49,0,0,0,0,0,0,18,0,0,0,0,5,0,0,2,0,0,0,0,0,0
63,64,311,270,1920,257,46,1316,5997,255,520,0,0,0,0,0,57,66,0,36,1,0,1,1876,1,13,0,0,1,0,0,0,0,0,241,0,30,120,2,15,18,0,0,0,1452,0,731,7,67,0,0,0,0,0,0,18,0,0,0,0,5,0,0,2,0,0,0,0,0,0
64,65,311,270,1920,257,46,1316,5997,255,520,0,0,0,0,0,57,66,0,36,1,0,1,1876,1,13,0,0,1,0,0,0,0,0,241,0,30,120,2,15,18,0,0,0,1452,0,731,7,67,0,0,0,0,0,0,18,0,0,0,0,5,0,0,2,0,0,0,0,0,0
65,66,258,197,5473,930,244,6463,24536,85,793,0,0,0,0,0,532,16,0,51,5,3,1,579,13,22,0,0,14,0,0,0,0,0,227,1,125,123,3,17,21,0,0,0,994,0,425,37,34,0,0,7,0,0,0,49,0,0,0,0,6,0,0,0,0,0,0,0,0,0
66,67,258,197,5473,930,244,6463,24536,85,793,0,0,0,0,0,532,16,0,51,5,3,1,579,13,22,0,0,14,0,0,0,0,0,227,1,125,123,3,17,21,0,0,0,994,0,425,37,34,0,0,7,0,0,0,49,0,0,0,0,6,0,0,0,0,0,0,0,0,0
67,68,258,197,5473,930,244,6463,24536,85,793,0,0,0,0,0,532,16,0,51,5,3,1,579,13,22,0,0,14,0,0,0,0,0,227,1,125,123,3,17,21,0,0,0,994,0,425,37,34,0,0,7,0,0,0,49,0,0,0,0,6,0,0,0,0,0,0,0,0,0
68,69,258,197,5473,930,244,6463,24536,85,793,0,0,0,0,0,532,16,0,51,5,3,1,579,13,22,0,0,14,0,0,0,0,0,227,1,125,123,3,17,21,0,0,0,994,0,425,37,34,0,0,7,0,0,0,49,0,0,0,0,6,0,0,0,0,0,0,0,0,0
69,70,258,197,5473,930,244,6463,24536,85,793,0,0,0,0,0,532,16,0,51,5,3,1,579,13,22,0,0,14,0,0,0,0,0,227,1,125,123,3,17,21,0,0,0,994,0,425,37,34,0,0,7,0,0,0,49,0,0,0,0,6,0,0,0,0,0,0,0,0,0
70,71,652,330,5303,600,562,6813,15294,62,688,0,0,0,0,0,140,19,0,32,6,3,19,317,13,13,0,0,12,0,0,0,0,0,208,0,139,63,0,9,19,0,0,0,245,0,425,21,17,0,0,2,0,0,0,24,0,0,0,0,6,0,0,0,0,0,0,0,0,0
71,72,652,330,5303,600,562,6813,15294,62,688,0,0,0,0,0,140,19,0,32,6,3,19,317,13,13,0,0,12,0,0,0,0,0,208,0,139,63,0,9,19,0,0,0,245,0,425,21,17,0,0,2,0,0,0,24,0,0,0,0,6,0,0,0,0,0,0,0,0,0
72,73,629,214,264,508,840,6334,7928,49,578,0,1,0,0,0,100,28,0,37,5,4,19,398,13,14,0,0,63,0,0,0,0,0,227,0,172,77,0,10,20,0,0,0,338,0,1289,32,19,0,0,2,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0
73,74,629,214,264,508,840,6334,7928,49,578,0,1,0,0,0,100,28,0,37,5,4,19,398,13,14,0,0,63,0,0,0,0,0,227,0,172,77,0,10,20,0,0,0,338,0,1289,32,19,0,0,2,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0
74,75,629,214,264,508,840,6334,7928,49,578,0,1,0,0,0,100,28,0,37,5,4,19,398,13,14,0,0,63,0,0,0,0,0,227,0,172,77,0,10,20,0,0,0,338,0,1289,32,19,0,0,2,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0
75,76,629,214,264,508,840,6334,7928,49,578,0,1,0,0,0,100,28,0,37,5,4,19,398,13,14,0,0,63,0,0,0,0,0,227,0,172,77,0,10,20,0,0,0,338,0,1289,32,19,0,0,2,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0
76,77,629,214,264,508,840,6334,7928,49,578,0,1,0,0,0,100,28,0,37,5,4,19,398,13,14,0,0,63,0,0,0,0,0,227,0,172,77,0,10,20,0,0,0,338,0,1289,32,19,0,0,2,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0
77,78,629,214,264,508,840,6334,7928,49,578,0,1,0,0,0,100,28,0,37,5,4,19,398,13,14,0,0,63,0,0,0,0,0,227,0,172,77,0,10,20,0,0,0,338,0,1289,32,19,0,0,2,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0
78,79,629,214,264,508,840,6334,7928,49,578,0,1,0,0,0,100,28,0,37,5,4,19,398,13,14,0,0,63,0,0,0,0,0,227,0,172,77,0,10,20,0,0,0,338,0,1289,32,19,0,0,2,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0
79,80,629,214,264,508,840,6334,7928,49,578,0,1,0,0,0,100,28,0,37,5,4,19,398,13,14,0,0,63,0,0,0,0,0,227,0,172,77,0,10,20,0,0,0,338,0,1289,32,19,0,0,2,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0
80,81,629,214,264,508,840,6334,7928,49,578,0,1,0,0,0,100,28,0,37,5,4,19,398,13,14,0,0,63,0,0,0,0,0,227,0,172,77,0,10,20,0,0,0,338,0,1289,32,19,0,0,2,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0
81,82,629,214,264,508,840,6334,7928,49,578,0,1,0,0,0,100,28,0,37,5,4,19,398,13,14,0,0,63,0,0,0,0,0,227,0,172,77,0,10,20,0,0,0,338,0,1289,32,19,0,0,2,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0
82,83,629,214,264,508,840,6334,7928,49,578,0,1,0,0,0,100,28,0,37,5,4,19,398,13,14,0,0,63,0,0,0,0,0,227,0,172,77,0,10,20,0,0,0,338,0,1289,32,19,0,0,2,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0
83,84,295,55,286,280,222,1067,2834,38,345,0,0,0,0,0,36,28,0,26,20,1,0,665,13,10,0,0,61,0,0,0,0,0,148,0,110,57,0,6,3,0,0,0,213,0,0,27,3,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
84,85,295,55,286,280,222,1067,2834,38,345,0,0,0,0,0,36,28,0,26,20,1,0,665,13,10,0,0,61,0,0,0,0,0,148,0,110,57,0,6,3,0,0,0,213,0,0,27,3,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85,86,199,48,238,229,224,678,2125,14,350,0,0,0,0,0,12,37,0,26,20,0,0,728,13,10,0,0,61,0,0,0,0,0,140,0,98,54,0,6,3,0,0,0,187,0,0,27,3,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,87,192,42,111,251,177,510,1723,16,173,0,0,0,0,0,6,12,0,12,6,1,0,510,13,10,0,0,3,0,0,0,0,0,137,0,96,51,0,5,3,0,0,0,175,0,0,27,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,88,192,42,111,251,177,510,1723,16,173,0,0,0,0,0,6,12,0,12,6,1,0,510,13,10,0,0,3,0,0,0,0,0,137,0,96,51,0,5,3,0,0,0,175,0,0,27,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,89,192,42,111,251,177,510,1723,16,173,0,0,0,0,0,6,12,0,12,6,1,0,510,13,10,0,0,3,0,0,0,0,0,137,0,96,51,0,5,3,0,0,0,175,0,0,27,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,90,386,117,312,346,249,757,3443,55,213,0,0,0,0,0,15,3,0,14,8,1,66,373,13,10,0,0,7,0,0,0,0,0,124,0,81,34,2,5,1,0,0,0,69,0,0,14,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,91,386,117,312,346,249,757,3443,55,213,0,0,0,0,0,15,3,0,14,8,1,66,373,13,10,0,0,7,0,0,0,0,0,124,0,81,34,2,5,1,0,0,0,69,0,0,14,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,92,386,117,312,346,249,757,3443,55,213,0,0,0,0,0,15,3,0,14,8,1,66,373,13,10,0,0,7,0,0,0,0,0,124,0,81,34,2,5,1,0,0,0,69,0,0,14,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,93,385,116,312,346,249,757,3440,55,213,0,0,0,0,0,14,3,0,14,8,1,66,373,13,10,0,0,7,0,0,0,0,0,120,0,81,32,2,5,1,0,0,0,68,0,0,14,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
